Export MPAN / MSID,Import MPAN / MSID,Customer Name,Customer Site,Address Line 1,Address Line 2,Town/ City,County,Postcode,Country,Location (X-coordinate):_Eastings (where data is held),Location (y-coordinate):_Northings (where data is held),Grid Supply Point,Bulk Supply Point,Primary,Point of Connection (POC)_Voltage (kV),Licence Area,Energy Source 1,Energy Conversion Technology 1,CHP Cogeneration (Yes/No),Storage Capacity 1 (MWh),Storage Duration 1 (Hours),Energy Source & Energy Conversion Technology 1 - Registered Capacity (MW),Energy Source 2,Energy Conversion Technology 2,CHP Cogeneration 2 (Yes/No),Storage Capacity 2 (MWh),Storage Duration 2 (Hours),Energy Source & Energy Conversion Technology 2 - Registered Capacity (MW),Energy Source 3,Energy Conversion Technology 3,CHP Cogeneration 3 (Yes/No),Storage Capacity 3 (MWh),Storage Duration 3 (Hours),Energy Source & Energy Conversion Technology 3 - Registered Capacity (MW),Flexible Connection (Yes/No),Connection Status,Already connected Registered Capacity (MW),Already Connected - Maximum Export Capacity (MW),Already Connected - Maximum Export Capacity (MVA),Already Connected - Maximum Import Capacity (MW),Already Connected - Maximum Import Capacity (MVA),Date Connected,Accepted to Connect Registered Capacity (MW),Accepted to Connect - Change to Maximum Export Capacity (MW),Accepted to Connect - Change to Maximum Export Capacity (MVA),Accepted to Connect - Change to Maximum Import Capacity (MW),Accepted to Connect - Change to Maximum Import Capacity (MVA),Date Accepted,Target Energisation Date,Distribution Service Provider (Y/N),Transmission Service Provider (Y/N),Reference,In a Connection Queue (Y/N),Distribution Reinforcement Reference,Transmission Reinforcement Reference,Last Updated,Longitude,Latitude,SpatialCoordinates_Customer,SiteFunctionalLocation,Primary Resource Type_Group
Data not available,,RNA-Energy Ltd,(ANM - N/A) Coles Green Farm,Chattisham Road,,washbrook,SUFFOLK,IP8 3HB,England,610520,242790,BRAMFORD GRID 132kV,,,132kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,38.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,38.0,38.0,40.0,20.0,21.053,2021-06-30,,,,,,,,2021-07-14,1.06837594509697,52.0435149803037,"52.0435149803037,1.06837594509697",EPN-S0000000C7057,Solar PV
Data not available,,CX Group,(ANM)A41,,,Waddesdon,Herts,HP18 0JR,England,473570,217706,SUNDON 132kV,AYLESBURY EAST GRID 132/33kV,WADDESDON PRIMARY 33/11kV,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,12.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,12.0,12.0,12.632,0.0,0.0,2021-06-30,,,,,,,,2021-07-14,-0.933255133462572,51.8531087557857,"51.8531087557857,-0.933255133462572",EPN-S0000000H8022,Solar PV
Data not available,,Eden Renewables,KIRBY ROAD,,,Norwich,Norfolk,NR14 7DU,England,0,0,NORWICH MAIN 132kV,TROWSE GRID 132kV,,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,40.0,Storage battery,Battery,,,,,,,,,,,No,Accepted to Connect,,,,,,,40.0,40.0,42.105,40.0,42.105,2021-08-20,,,,,,,,2021-10-14,,,,EPN-S0000000D5084,Solar PV
Data not available,,Low Carbon,(ANM) Fallow Solar Farm,,Bassinbourn,Royston,Herts,SG8 5JP,England,535058,244025,WYMONDLEY MAIN 132kV,MELBOURN GRID 132/33kV,,132kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,70.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,70.0,70.0,73.684,,,2021-06-14,,,,,,,,2021-09-14,-0.0306185614622974,52.0781213928632,"52.0781213928632,-0.0306185614622974",EPN-S0000000D4071,Solar PV
Data not available,,Anglian Water,Cambridge Sewage Treat Works,Cowley Road,,Cambridge,Cambs,CB4 0AP,England,547234,261773,BURWELL MAIN GRID 132kV,ARBURY GRID 132/33kV,ARBURY GRID 33/11kV,11kV,Eastern Power Networks (EPN),Fossil Gas,Steam-gas turbine (CCGT),,,,1.34,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,1.34,1.34,1.411,0.0,0.0,2021-07-02,,,,,,,,2021-08-14,0.154613795389596,52.2344706589717,"52.2344706589717,0.154613795389596",EPN-S0000000H4001,Fossil fuel
Data not available,,Pathfinder Clean Energy (PACE) UKDev Ltd,(ANM - N/A) Land South of A14,Grafham Road,,Huntingdon,Cambs,PE28 0AW,England,515932,270847,EATON SOCON GRID 132kV,,,132kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,49.8,Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrical,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,49.8,49.8,52.421,30.0,31.579,2021-08-31,,,,,,,,2021-11-12,-0.300395149531866,52.323486806578,"52.323486806578,-0.300395149531866",EPN-S0000000C7057,Solar PV
Data not available,,Boom Power,(ANM) Crays Hall Farm,Crays Hill,,Basildon,Essex,CM11 2UN,England,0,0,WARLEY GRID 132KV,SHENFIELD GRID 132/33kV,,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,29.915,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,29.915,29.915,31.489,0.0,0.0,2021-11-16,,,,,,,,2021-12-14,,,,EPN-S0000000D7114,Solar PV
Data not available,,Green Frog,Rivenhall CHP,Church Road,Bradwell,Braintree,Essex,CM77 8EP,England,580851,222500,BRAINTREE 132kV,,,132kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,55.0,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,55.0,55.0,57.895,26.0,27.368,2020-12-17,,,,,,,,2021-05-17,0.625605464734519,51.8717508191587,"51.8717508191587,0.625605464734519",EPN-S0000000C7057,Solar PV
Data not available,,Anesco Ltd,(ANM - N/A) Wilstead Road,,,BEDFORD,Beds,MK42 9YU,England,504683,245844,SUNDON 132kV,AUSTIN CANONS GRID 132/33kV,HARROWDEN PRIMARY 33/11kV,11kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,3.48,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,3.48,3.48,3.663,0.0,0.0,2021-08-04,,,,,,,,2021-10-14,-0.473104141562963,52.1010394271694,"52.1010394271694,-0.473104141562963",EPN-S0000000H4040,Solar PV
Data not available,,eSmart Networks,(ANM) Land at Rookery Farm,The Lane,Stow Longa,Huntingdon,Cambs,PE28 0TP,England,511643,272255,EATON SOCON GRID 132kV,,,132kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,49.99,Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrical,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,49.99,49.99,52.621,40.0,42.105,2021-11-02,,,,,,,,2021-11-12,-0.362830572549317,52.3370280896757,"52.3370280896757,-0.362830572549317",EPN-S0000000C7057,Solar PV
Data not available,,Renewable Connections,(ANM - N/A) Lowfield Farm,Brickhill Road,,Sandy,Cambs,SG19 2DQ,England,0,0,EATON SOCON GRID 132kV,LITTLE BARFORD 132/11kV,SANDY PRIMARY 33kV,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,21.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,21.0,21.0,22.105,0.0,0.0,2021-11-16,,,,,,,,2021-12-14,,,,EPN-S0000000G4053,Solar PV
Data not available,,AMP Energy Services,(ANM) ANGEL DROVE,,,Ely,Cambs,CB7 4DT,England,0,0,BURWELL MAIN GRID 132kV,BURWELL LOCAL GRID 132/33kV,ELY PRIMARY 33/11kV,11kV,Eastern Power Networks (EPN),Fossil - Gas,Engine (combustion / reciprocating),,,,5.07,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,5.07,5.07,5.337,0.0,0.0,2021-12-14,,,,,,,,2022-02-14,,,,EPN-S0000000H4007,Fossil fuel
Data not available,,Abbey Developments Cambs Limited,WALPOLE BANK EAST,,,WISBECH,Cambs,PE14 7HW,England,0,0,WALPOLE GIS 132KV,,,132kV,Eastern Power Networks (EPN),Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,100.0,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,100.0,100.0,105.263,100.0,105.263,2021-10-25,,,,,,,,2021-12-14,,,,EPN-S0000000C7057,Storage
Data not available,,INFINIS,(ANM) Dogsthorpe Landfill Site,Welland Road,,Peterborough,Cambs,PE1 3TD,England,0,0,WALPOLE GIS 132KV,PETERBOROUGH EAST GRID 132/11kV,,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,7.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,7.0,7.0,7.368,0.15,0.158,2022-01-24,,,,,,,,2022-02-14,,,,EPN-S0000000F6057,Solar PV
Data not available,,Powerfuel Development and Finance Limited,(ANM - N/A) Darley Road,Wandon End,,Luton,Beds,LU2 8NX,England,0,0,SUNDON 132kV,LUTON SOUTH GRID 132/33kV,LUTON AIRPORT PRIMARY 33/11kV,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,35.0,Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,,,,,,,,Yes,Accepted to Connect,,,,,,,35.0,35.0,36.842,1.0,1.053,2022-01-14,,,,,,,,2022-02-14,,,,EPN-S0000000H8039,Solar PV
1200010039150,,Royal Free Hospital,,POND STREET,,Hampstead,LONDON,NW3 2QG,England,527249,185404,Lodge Road 66kV,-,Lithos,11,London Power Networks (LPN),Fossil Gas,Steam-gas turbine (CCGT),,,,4.87,,,,,,,,,,,,,No,Connected,4.87,4.87,5.413,,,1998-01-01,,,,,,,,,,,,,,2020-11-13,-0.166017695878118,51.5531827761705,"51.5531827761705,-0.166017695878118",LPN-S000000000253,Fossil fuel
1200010258304,,Veolia ES SELCHP Ltd,Kennels Site,LANDMANN WAY,Deptford Business Centre,Deptford,LONDON,SE14 5RS,England,535818,177990,New Cross to Wimbledon 1 and 2 132kV,-,Lanmann Way,11,London Power Networks (LPN),Fossil Gas,Steam-gas turbine (CCGT),,,,31.6,,,,,,,,,,,,,No,Connected,31.6,31.6,39.5,,,1996-01-01,,,,,,,,,,,,,,2020-11-13,-0.0453524178416949,51.4845632924237,"51.4845632924237,-0.0453524178416949",NULL,Fossil fuel
1200010136100,,North east London Mental Health NHS Trust,Goodmayes Hospital,157 BARLEY LANE,,Ilford,ESSEX,IG3 8XJ,England,546172,188760,Perth Road B 33kV,-,Ley St B,11,London Power Networks (LPN),Fossil oil,Engine (combustion / reciprocating),,,,1.022,,,,,,,,,,,,,No,Connected,1.022,1.022,1.278,,,2004-07-02,,,,,,,,,,,,,,2021-12-14,0.10812696721565,51.5787565483057,"51.5787565483057,0.10812696721565",LPN-S000000000556,Fossil fuel
Data not available,,St Thomas Hospital,St Thomas Hospital,LAMBETH PALACE ROAD,,LAMBETH,LONDON,SE1 7EH,England,531814,179442,City Road 132kV,-,Bankside D,11,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,3.2,,,,,,,,,,,,,No,Connected,3.2,3.2,4.0,,,2008-01-01,,,,,,,,,,,,,,2020-11-13,-0.1024414281229,51.4985582740021,"51.4985582740021,-0.1024414281229",LPN-S000000000917,Fossil fuel
Data not available,,Natural History Museum,Natural History Museum,CROMWELL ROAD,,SOUTH KENNSINGTON,LONDON,SW7 5BD,England,526729,179051,West Ham 132kV,-,Imperial College,0.415,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,1.824,,,,,,,,,,,,,No,Connected,1.824,1.824,2.28,,,2017-01-12,,,,,,,,,,,,,,2020-11-13,-0.1757969799095,51.4962061940134,"51.4962061940134,-0.1757969799095",LPN-S000000000353,Fossil fuel
1200010034523,,Great Ormond Street Hospital,Great Ormond Street Hospital,GREAT ORMOND STREET,,Holborn,LONDON,WC1N 3JH,England,530477,182005,Hackney Supergrid 132kV,-,King Henrys Walk,11,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,1.4,,,,,,,,,,,,,No,Connected,1.4,1.4,1.75,,,2011-08-31,,,,,,,,,,,,,,2020-11-13,-0.120743874810542,51.5219008539449,"51.5219008539449,-0.120743874810542",LPN-S000000000461,Fossil fuel
1200010064582,,Mayfair Telephone Exchange,Mayfair Telephone Exchange,41 FARM STREET,,Mayfair,LONDON,W1J 5RR,England,528519,180547,St Johns Wood 132kV,-,Duke St,0.415,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,1.2,,,,,,,,,,,,,No,Connected,1.2,1.2,1.5,,,1992-06-01,,,,,,,,,,,,,,2020-11-13,-0.149480942159597,51.5092466872688,"51.5092466872688,-0.149480942159597",LPN-S000000003327,Fossil fuel
Data not available,,THE SHARD,STAINER STREET,ST THOMAS STREET,,Southwark,LONDON,SE1 9RY,England,532775,180194,West Ham 132kV,-,Bankside D,0.415,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,1.121,,,,,,,,,,,,,No,Connected,1.121,1.121,1.4,,,2012-03-15,,,,,,,,,,,,,,2020-11-13,-0.0883224551181721,51.5050913893091,"51.5050913893091,-0.0883224551181721",LPN-S000000000917,Fossil fuel
1200010257160,,Darent Valley Hospital,Darent Valley Hospital,DARENTH WOOD ROAD,,Dartford / London,KENT,DA2 8AB,England,557114,173141,LittleBrook 132kV,-,Dartford Grid B,0.4,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,1.36,,,,,,,,,,,,,No,Connected,1.36,1.36,1.7,,,2015-10-06,,,,,,,,,,,,,,2020-11-13,0.258959047424183,51.4354875485235,"51.4354875485235,0.258959047424183",LPN-S000000000716,Fossil fuel
1200010117923,,McClaren,McClaren,1 KING WILLIAM STREET,,CITY OF LONDON,LONDON,EC4N 7AR,England,532745,181021,City Road/New Cross 132kV via Bankside F,-,Bankside C,0.4,London Power Networks (LPN),Fossil oil,Engine (combustion / reciprocating),,,,1.2,,,,,,,,,,,,,No,Connected,1.2,1.2,1.5,,,2016-10-18,,,,,,,,,,,,,,2021-12-14,-0.0884434044303486,51.5125302184588,"51.5125302184588,-0.0884434044303486",LPN-S000000000916,Fossil fuel
Data not available,,Warren Energy Centre,Warren Energy Centre,ARSENAL WAY,,Royal Arsenal,LONDON,SE18 6TE,England,544006,179281,Barking West 33kV,-,Barking D,11,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,2.64,,,,,,,,,,,,,No,Connected,2.64,2.64,3.3,,,2016-10-19,,,,,,,,,,,,,,2020-11-13,0.0730160187105806,51.4941399816517,"51.4941399816517,0.0730160187105806",NULL,Fossil fuel
1200061747792,,Greenwich Peninsula Energy Centre,Greenwich Peninsula Energy Centre,MILLENIUM WAY,,Greenwich Peninsula,LONDON,SE10 0PL,England,539634,178818,West Ham Grid 132kV,-,West Ham Grid 11kV,11,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,1.986,,,,,,,,,,,,,No,Connected,1.986,1.986,2.482,,,2017-09-19,,,,,,,,,,,,,,2020-11-13,0.00989662318180983,51.4910752355057,"51.4910752355057,0.00989662318180983",LPN-S000000000695,Fossil fuel
1200062237367,,Marks & Spencers,Marks & Spencers,WATERSIDE HOUSE,35 NORTH WHARF ROAD,Paddington,LONDON,W2 1NW,England,526715,181542,St Johns Wood 132kV,-,Duke St,0.4,London Power Networks (LPN),Fossil oil,Engine (combustion / reciprocating),,,,1.6,,,,,,,,,,,,,No,Connected,1.6,1.6,2.0,,,2017-01-19,,,,,,,,,,,,,,2021-12-14,-0.175104314408612,51.5185956729543,"51.5185956729543,-0.175104314408612",LPN-S000000003327,Fossil fuel
1200010261584,,Ocado,Ocado,CHURCH MANORWAY,,Erith,KENT,DA8 1DE,England,550510,179646,Barking West 33kV,-,Barking D,0.4,London Power Networks (LPN),Fossil oil,Engine (combustion / reciprocating),,,,6.8,,,,,,,,,,,,,No,Connected,6.8,6.8,8.5,,,2017-01-18,,,,,,,,,,,,,,2021-12-14,0.166791264031828,51.4957269912066,"51.4957269912066,0.166791264031828",NULL,Fossil fuel
1200062074107,,Bio Collectors,Bio Collectors,43 WILLOW LANE,,Mitcham,LONDON,CR4 4NA,England,527587,167527,Wimbledon Grid 132kV,-,Gorringe Park,0.4,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,1.187,,,,,,,,,,,,,No,Connected,1.187,1.187,1.484,,,2017-05-24,,,,,,,,,,,,,,2020-11-13,-0.167594168984463,51.3924479223882,"51.3924479223882,-0.167594168984463",LPN-S000000001037,Fossil fuel
1200010257778,,British American Tobacco,British American Tobacco,GLOBE HOUSE,4 TEMPLE PLACE,Temple,LONDON,WC2R 2PG,England,531048,180877,St Johns Wood 132kV,-,Kingsway,0.4,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,1.6,,,,,,,,,,,,,No,Connected,1.6,1.6,2.0,,,2018-09-23,,,,,,,,,,,,,,2020-11-13,-0.112937492453257,51.5116319462811,"51.5116319462811,-0.112937492453257",LPN-S000000000248,Fossil fuel
1200062369027,,Phoenix Court,Phoenix Court,PURCHESE STREET,,Somers Town,LONDON,NW1 1EL,England,529734,183142,Lodge Road B 66kV,-,St Pancras A,0.4,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,0.72,,,,,,,,,,,,,No,Connected,0.72,0.72,1.268,,,2019-03-28,,,,,,,,,,,,,,2020-11-13,-0.131028695250084,51.5322896510439,"51.5322896510439,-0.131028695250084",NULL,Fossil fuel
Data not available,,Vital Energi Utilities Ltd,PHOENIX COURT,PHOENIX COURT,PURCHESE ST,CAMDEN,LONDON,NW1 1EL,England,529803,183097,-,-,,,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,1.205,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,1.205,1.205,1.268,0.19,0.2,2018-03-07,,,,,,,,2020-11-13,-0.130051069403494,51.5318694088887,"51.5318694088887,-0.130051069403494",NULL,Fossil fuel
Data not available,,WSP,HALSVILLE QUARTER,HALSVILLE ROAD,RATHBONE ST,CANNING TOWN,LONDON,E16 1EA,England,539633,181228,West Ham 132kV,-,,,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,1.14,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,1.14,1.14,1.2,0.001,0.001,2019-09-10,,,,,,,,2020-11-13,0.0108353332143514,51.5127315535601,"51.5127315535601,0.0108353332143514",NULL,Fossil fuel
Data not available,,AMERESCO,ROYAL MARSDEN HOSPITAL,FULHAM ROAD,,CHELSEA,LONDON,SW3 6JJ,England,526951,178463,To be confirmed,-,,,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,0.999,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,0.999,0.999,1.77,,,2020-05-04,,No,To be confirmed,,,,,2020-11-13,-0.17281201323008,51.4908721365095,"51.4908721365095,-0.17281201323008",NULL,Fossil fuel
1200062201858,,James Lane EC,WHIPPS CROSS HOSPITAL,JAMES LANE,,LEYTONSTONE,LONDON,E11 1NR,England,538880,188505,HACKNEY SUPERGRID 66kV,-,WATERLOO ROAD,0.4,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,1.6,,,,,,,,,,,,,No,Connected,1.6,1.6,1.684,,,2019-11-06,,,,,,,,,,,,,,2020-11-13,0.00286070565508732,51.578307402085,"51.578307402085,0.00286070565508732",NULL,Fossil fuel
Data not available,,Thorton Reynolds,111-119 CHARING CROSS W1D 4AY,CHARING CROSS,,Charing Cross,LONDON,W1D 4AY,England,0,0,Shorts Garden,-,,to be confirmed,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,1.263,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,1.263,1.263,1.33,0.95,1.0,2021-03-10,,,,,,,,2021-05-17,,,,NULL,Fossil fuel
Data not available,,Barclays Capital,5 North Colonnade,,,Poplar,London,E14 4BB,England,537395,180408,West Ham S Grid 132kVG,-,,11,London Power Networks (LPN),Fossil oil,Engine (combustion / reciprocating),,,,4.4,,,,,,,,,,,,,No,Connected,4.4,4.4,4.632,,,2015-08-18,,,,,,,,,,,,,,2021-12-14,-0.0217144959078553,51.5059111439956,"51.5059111439956,-0.0217144959078553",NULL,Fossil fuel
Data not available,,Walworth Garage,301 Camberwell New Road,,,Camberwell,LONDON,SE5 0TF,England,532320,176886,New Cross 66Kv,-,,0.4,London Power Networks (LPN),Storage battery,Engine (combustion / reciprocating),,,,1.0,,,,,,,,,,,,,No,Connected,1.0,1.0,1.053,,,2020-09-16,,,,,,,,,,,,,,2021-07-14,-0.0961132195312443,51.4754706379819,"51.4754706379819,-0.0961132195312443",NULL,Storage
Data not available,,Battersea Main Energy Centre,Battersea Development,Cringle Street,,Battersea,LONDON,SW11 8BX,England,529273,177527,Wimbledon 132kV SEC 3&4,-,,11,London Power Networks (LPN),Fossil Gas,Engine (combustion / reciprocating),,,,4.0,,,,,,,,,,,,,No,Connected,4.0,4.0,4.2,,,2020-09-17,,,,,,,,,,,,,,2021-11-12,-0.139727504484508,51.481934946571,"51.481934946571,-0.139727504484508",NULL,Fossil fuel
1900091812275,,Worsted Farm PV,WORSTEAD FARM,WORSTEAD LANE,,EAST GRINSTEAD,WEST SUSSEX,RH19 3UF,England,540905,137884,BOLNEY - NORTHFLEET,DORMANSLAND GRID,EAST GRINSTEAD 33/11KV,11,South Eastern Power Networks (SPN),Solar,Photovoltaic,,,,5.0,,,,,,,,,,,,,No,Connected,5.0,5.0,5.263,,,2019-04-16,,,,,,,,,,,,,,2021-01-15,0.0120377179687188,51.1229203723578,"51.1229203723578,0.0120377179687188",SPN-S000000008396,Solar PV
1900091173770,,UK Power Reserve Ltd,LONG BARROW,ORBITAL PARK,,ASHFORD,KENT,TN24 0GP,England,602412,140633,NINFIELD - SELLINDGE,ASHFORD GRID,SEVINGTON 33/11KV,11,South Eastern Power Networks (SPN),Fossil gas,Gas turbine (OCGT),,,,4.6,,,,,,,,,,,,,No,Connected,4.6,4.6,4.842,,,2015-01-12,,,,,,,,,,,,,,2020-11-13,0.891448167922131,51.1291992829576,"51.1291992829576,0.891448167922131",SPN-S000000008595,Fossil fuel
1900090898077,,Mitie Infrastructure Limited,15 COLTSWORLD ROAD,,,SUTTON,SURREY,SM2 5NG,England,525835,162331,BEDDINGTON,SUTTON GRID,NORK 33/11KV,11,South Eastern Power Networks (SPN),Fossil Gas,Engine (combustion / reciprocating),,,,1.982,,,,,,,,,,,,,No,Connected,1.982,1.982,2.086,,,2013-06-20,,,,,,,,,,,,,,2021-06-14,-0.19459959881934,51.3461413383276,"51.3461413383276,-0.19459959881934",SPN-S000000008442,Fossil fuel
1900060436835,,Dover Harbour Board,DOVER HARBOUR DOCKS,EASTERN DOCKS,CAMBER WAY,DOVER,KENT,CT17 9BU,England,631954,140968,SELLINDGE,T3/T4 - BETTESHANGER GRID T1/T1 - FOLKESTONE GRID,DOVER PRIMARY 33/11KV,11,South Eastern Power Networks (SPN),Fossil oil,Engine (combustion / reciprocating),,,,8.0,,,,,,,,,,,,,No,Connected,8.0,8.0,8.421,,,2013-10-01,,,,,,,,,,,,,,2021-06-14,1.31316327039127,51.1210159850465,"51.1210159850465,1.31316327039127",SPN-S000000008391,Fossil fuel
1900091017955,,Wm Morrison Plc,FLEETEND WAY,KEMSLEY,,SITTINGBOURNE,KENT,ME10 2FD,England,591195,167172,KEMSLEY,GROVEHURST ENERGY GRID,GROVEHURST LOCAL 33KV,11,South Eastern Power Networks (SPN),solar,Photovoltaic,,,,2.0,,,,,,,,,,,,,No,Connected,2.0,2.0,2.105,,,2013-11-05,,,,,,,,,,,,,,2020-11-13,0.745505865563174,51.3714125537208,"51.3714125537208,0.745505865563174",SPN-S000000008585,Solar PV
1900091197423,,Inazin Power Ltd,OAKLANDS FARM 8572,HOTHFIELD,,ASHFORD,KENT,TN26 1ER,England,595179,143789,NINFIELD - SELLINDGE,ASHFORD GRID,GRID,33,South Eastern Power Networks (SPN),solar,Photovoltaic,,,,5.5,,,,,,,,,,,,,No,Connected,5.5,5.5,5.789,,,2015-03-26,,,,,,,,,,,,,,2020-11-13,0.789918733682084,51.1600529848094,"51.1600529848094,0.789918733682084",SPN-S000000009102,Solar PV
1900091171276,,Vogt Solar,HOLDSTOCK FISHPOOL BOTTOM,LITTLEBOURNE ROAD,LITTLEBOURNE,CANTERBURY,KENT,CT3 1TL,England,619218,157479,CANTERBURY NORTH,CANTERBURY SOUTH GRID,GRID,33,South Eastern Power Networks (SPN),solar,Photovoltaic,,,,15.0,,,,,,,,,,,,,No,Connected,15.0,15.0,15.789,,,2014-10-14,,,,,,,,,,,,,,2020-11-13,1.14154567021617,51.2742701153447,"51.2742701153447,1.14154567021617",NULL,Solar PV
1900091121266,,Solarcentury,NEW HOOK EASTCHURCH,SOUTH LEES FARM,LOWER ROAD,EASTCHURCH,KENT,ME12 3SW,England,595231,170957,KEMSLEY,SITTINGBOURNE GRID,GRID,33,South Eastern Power Networks (SPN),solar,Photovoltaic,,,,4.2,,,,,,,,,,,,,No,Connected,4.2,4.2,4.421,,,2014-06-21,,,,,,,,,,,,,,2020-11-13,0.805496483227561,51.4040329757372,"51.4040329757372,0.805496483227561",SPN-S000000009144,Solar PV
1900091343769,,G2 Energy,HILL FARM,UPPER CLAY,RINGMER,LEWES,EAST SUSSEX,BN8 5RR,England,544671,114967,BOLNEY - NINFIELD,LEWES GRID,GRID,33,South Eastern Power Networks (SPN),solar,Photovoltaic,,,,8.0,,,,,,,,,,,,,No,Connected,8.0,8.0,8.421,,,2015-12-18,,,,,,,,,,,,,,2020-11-13,0.0566800592262741,50.9160415975494,"50.9160415975494,0.0566800592262741",SPN-S000000009130,Solar PV
1900091320006,,Cooper Energy Engineering Ltd,PRIORS BYNE FARM,PARTRIDGE GREEN,,STEYNING,WEST SUSSEX,RH13 8NX,England,515794,118065,BOLNEY,BOLNEY GRID,GRID,33,South Eastern Power Networks (SPN),solar,Photovoltaic,,,,7.52,,,,,,,,,,,,,No,Connected,7.52,7.52,7.916,,,2015-12-23,,,,,,,,,,,,,,2020-11-13,-0.352929231362075,50.9503996215635,"50.9503996215635,-0.352929231362075",SPN-S000000009105,Solar PV
1900091341887,,Beba Energy UK Ltd,OLD COLLIERY,STAPLE ROAD,WINGHAM,CANTERBURY,KENT,CT3 1LS,England,625509,156914,CANTERBURY NORTH,CANTERBURY SOUTH GRID,WINGHAM 33/11KV,11,South Eastern Power Networks (SPN),solar,Photovoltaic,,,,1.0,,,,,,,,,,,,,No,Connected,1.0,1.0,1.053,,,2015-12-02,,,,,,,,,,,,,,2020-11-13,1.23123193146779,51.2667449587988,"51.2667449587988,1.23123193146779",SPN-S000000008517,Solar PV
1900091361971,,Lumicity Limited,FORD FARM,FORD LANE,,ARUNDEL,WEST SUSSEX,BN44 3AT,England,517744,117195,BOLNEY,BOLNEY GRID,GRID,33,South Eastern Power Networks (SPN),solar,Photovoltaic,,,,10.0,,,,,,,,,,,,,No,Connected,10.0,10.0,10.526,,,2016-02-29,,,,,,,,,,,,,,2020-11-13,-0.325462604310539,50.942185007195,"50.942185007195,-0.325462604310539",SPN-S000000009105,Solar PV
1900091079232,,Wessex Solar Energy Developments Ltd,MALMAYNES HALL SOLAR PARK,MALMAYNES HALL ROAD,UPPER STOKE,ROCHESTER,KENT,ME3 9SD,England,582150,175103,NORTHFLEET,NORTHFLEET EAST GRID,GRID,33,South Eastern Power Networks (SPN),solar,Photovoltaic,,,,12.0,,,,,,,,,,,,,No,Connected,12.0,12.0,12.632,,,2015-03-30,,,,,,,,,,,,,,2020-11-13,0.619775950333039,51.4456216580281,"51.4456216580281,0.619775950333039",SPN-S000000009137,Solar PV
